공종,공정,공정설명,설비,물질,유해위험요인 분류,유해위험요인 원인,유해위험요인,관련근거(법규),위험 가능성,위험 중대성,위험성,감소대책
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴삭기 운전원의 운전미숙으로 전도, 충돌",-,"중
(2)","소
(1)","낮음
(2)","1. 운전원 자격 유무 확인
2. 작업전 특별교육 실시"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","개인보호구 미착용 상태에서 장비에 신체 부위 접촉, 충돌","안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","개인보호구 미착용 상태에서 장비에 신체 부위 접촉, 충돌","안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 등 장비를 운반트럭에서 하역시 장비 전도,"안전보건규칙
제201조 [차량계 건설기계의 이송]","중
(2)","중
(2)","보통
(4)","1. 평탄하고 견고한 장소에서 작업
2. 발판 사용 시 견고하게 설치"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 등 장비를 운반트럭에서 하역시 장비 전도,"안전보건규칙
제201조 [차량계 건설기계의 이송]","중
(2)","중
(2)","보통
(4)","1. 평탄하고 견고한 장소에서 작업
2. 발판 사용 시 견고하게 설치"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",바퀴 하부 구름방지용 쐐기 미설치로 전도,"안전보건규칙
제386조 [경사면에서의 중량물 취급]","중
(2)","소
(1)","낮음
(2)","1. 구름멈춤대, 쐐기 등을 이용하여     중량물의 동요나 이동 조절
2. 경사면 아래로 근로자 출입 제한"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","장비 반입시 부속품 낙하, 전도, 연결부 탈락","안전보건규칙
제201조 [차량계 건설기계의 이송]","중
(2)","소
(1)","낮음
(2)","1. 평탄하고 견고한 장소에서 작업
2. 발판 사용 시 견고하게 설치
3. 마대 · 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","장비 반입시 부속품 낙하, 전도, 연결부 탈락","안전보건규칙
제201조 [차량계 건설기계의 이송]","중
(2)","소
(1)","낮음
(2)","1. 평탄하고 견고한 장소에서 작업
2. 발판 사용 시 견고하게 설치
3. 마대 · 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반트럭에 설치된 경사로 탈락에 의해 하역중 장비 도괴,"안전보건규칙
제174조 [차량계 하역 운반기계등의 이송]","중
(2)","소
(1)","낮음
(2)","1. 평탄하고 견고한 장소에서 작업
2. 충분한 길이 · 폭 및 강도를 가진 발판 사용
3. 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보
4. 지정운전자 성명 · 연락처 표시
5. 지정운전자 외 운전 금지"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반트럭에 설치된 경사로 탈락에 의해 하역중 장비 도괴,"안전보건규칙
제174조 [차량계 하역 운반기계등의 이송]","중
(2)","소
(1)","낮음
(2)","1. 평탄하고 견고한 장소에서 작업
2. 충분한 길이 · 폭 및 강도를 가진 발판 사용
3. 가설대 사용 시 충분한 폭 및 강도와 적당한 경사 확보
4. 지정운전자 성명 · 연락처 표시
5. 지정운전자 외 운전 금지"
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴삭기 장비의 후면부에 위험표지, 경광등 미부착으로 협착","안전보건규칙
제197조 [전조등의 설치]","중
(2)","소
(1)","낮음
(2)",1. 차량계 건설기계 전조등 설치
굴착작업,굴착 장비반입,장비반입 트럭으로 현장에 굴삭기 반입,굴삭기,,6. 작업환경요인,6.6 조직 안전문화,하역 작업 근로자가 작업방법을 숙지하지 못하여 무리한 작업 진행중 전도,"안전보건규칙
제89조 [운전 시작 전 조치]","중
(2)","소
(1)","낮음
(2)","1. 근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치
2. 일정한 신호방법 및 신호자 지정"
굴착작업,굴착 ,굴삭기로 토사 굴착,개인보호구,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","근로자가 안전모 등 개인보호구 미착용에 의한 충돌, 추락","안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)","1 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
굴착작업,굴착 ,굴삭기로 토사 굴착,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","근로자가 안전모 등 개인보호구 미착용에 의한 충돌, 추락","안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)","1 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
굴착작업,굴착 ,굴삭기로 토사 굴착,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 운전원의 조작미숙으로 작업중 근로자와 충돌,-,"중
(2)","중
(2)","보통
(4)",1. 운전원 자격 유무 확인
굴착작업,굴착 ,굴삭기로 토사 굴착,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓이 연결부에서 탈락되면서 낙하,"안전보건규칙
제89조 [운전 시작 전 조치]","중
(2)","소
(1)","낮음
(2)","1. 근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치
2. 일정한 신호방법 및 신호자 지정"
굴착작업,굴착 ,굴삭기로 토사 굴착,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 회전중 후면부에 충돌,"안전보건규칙
제200조 [접촉 방지]","하
(1)","중
(2)","낮음
(2)","1. 근로자 출입제한
2. 유도자 배치"
굴착작업,굴착 ,굴삭기로 토사 굴착,굴착사면,,1. 기계(설비)적 요인,1.4 충돌위험 부분,"법면, 토질이나 지층 상태 점검소홀에 따른 붕괴","안전보건규칙
제339조 [토석붕괴 위험 방지]","중
(2)","소
(1)","낮음
(2)","1. 관리감독자 작업 시작 전 작업장소 및 주변의 부석 · 균열유무, 함수 · 용수 및 동결상태 변화 점검"
굴착작업,굴착 ,굴삭기로 토사 굴착,굴착사면,,1. 기계(설비)적 요인,1.4 충돌위험 부분,굴착법면의 굴착구배 미준수에 의해 법면 붕괴,"안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
굴착작업,굴착 ,굴삭기로 토사 굴착,굴삭기,,1. 기계(설비)적 요인,1.4 충돌위험 부분,과굴착에 의한 법면 붕괴,"안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
굴착작업,굴착 ,굴삭기로 토사 굴착,굴착사면,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),흙막이 상부 지상에서 작업시 굴착면 단부로 추락,"안전보건규칙
제42조 [추락의 방지]","하
(1)","중
(2)","낮음
(2)","1. 작업발판 설치
2. 안전난간대 설치 등 추락방지 조치(근로자 안전대 착용)"
굴착작업,굴착 ,굴삭기로 토사 굴착,굴착사면,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),흙막이 상부 지상에서 작업시 굴착면 단부로 추락,"안전보건규칙
제44조 [안전대의 부착설비 등]","하
(1)","중
(2)","낮음
(2)","1. 높이 2m이상 안전대 부착설비 설치
2. 안전대 및 부속설비 이상 유무 작업 전 점검"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","근로자가 안전모, 안전화 등 개인보호구 미착용하여 충돌, 낙하","안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴삭기 운전원, 운전미숙에 의한 작업중 근로자와 충돌",-,"중
(2)","소
(1)","낮음
(2)","1. 운전원 자격 유무 확인
2. 작업전 특별교육 실시"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴삭기 운전원, 운전미숙에 의한 작업중 근로자와 충돌",-,"중
(2)","소
(1)","낮음
(2)","1. 운전원 자격 유무 확인
2. 작업전 특별교육 실시"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",버켓과 운반트럭에 토사 과적재에 의한 부석 등 낙하,"안전보건규칙
제173조 [화물적재 시의 조치]","중
(2)","소
(1)","낮음
(2)","1. 편하중 적재 금지
2. 운전자 시야확보
3. 최대적재량 초과금지"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,차량,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",버켓과 운반트럭에 토사 과적재에 의한 부석 등 낙하,"안전보건규칙
제173조 [화물적재 시의 조치]","중
(2)","소
(1)","낮음
(2)","1. 편하중 적재 금지
2. 운전자 시야확보
3. 최대적재량 초과금지"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴삭기 회전, 운행중 후면부에 근로자 충돌, 협착","안전보건규칙
제200조 [접촉 방지]","중
(2)","소
(1)","낮음
(2)","1. 근로자 출입제한
2. 유도자 배치
3. 굴삭기 후진 운행 금지"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴삭기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓 연결부 탈락에 의한 버켓 낙하,"안전보건규칙
제89조 [운전 시작 전 조치]","중
(2)","소
(1)","낮음
(2)","1. 근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치
2. 버켓수리시 안전블럭 등 사용                                    3. 버켓 연결핀 장착"
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴착사면,,1. 기계(설비)적 요인,1.4 충돌위험 부분,토사 반출시 주변 법면 붕괴,"안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,차량,,1. 기계(설비)적 요인,1.4 충돌위험 부분,근로자가 무리하게 운반트럭 상부에 올라가다 추락,-,"하
(1)","중
(2)","낮음
(2)",1. 관리감독자 작업 지시
굴착작업,굴착 토사반출,굴착된 토사를 운반트럭으로 반출하는 작업,굴삭기,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착단부 주변에서 작업중 단부로 추락,"안전보건규칙
제42조 [추락의 방지]","중
(2)","중
(2)","보통
(4)","1. 작업발판 설치
2. 단부 안전난간대 등 추락 방지 조치(근로자 안전대 착용)"
